Gateway_2;32;31.58%;2.09%;163.9MiB / 7.646GiB;2.78kB / 826B;0B / 12.3kB;5;47
Gateway_1;32;18.07%;2.36%;184.5MiB / 7.646GiB;3.83kB / 826B;0B / 12.3kB;5;47
Rpc;8;0.01%;0.09%;7.145MiB / 7.646GiB;42.2kB / 29.6kB;0B / 57.3kB;5;47
Node_3;17;0.92%;0.19%;15.11MiB / 7.646GiB;161kB / 148kB;0B / 209kB;5;47
Node_2;17;1.01%;0.22%;16.92MiB / 7.646GiB;173kB / 149kB;0B / 209kB;5;47
Node_1;17;1.10%;0.19%;15.17MiB / 7.646GiB;134kB / 122kB;0B / 209kB;5;47
Devnet_Goshimmer;18;203.74%;0.92%;72.34MiB / 7.646GiB;35.3kB / 61kB;197kB / 77.8kB;5;47
Nodes_Router_1;2;0.00%;0.01%;848KiB / 7.646GiB;127kB / 110kB;0B / 0B;5;47
Gateways_Router_1;2;0.00%;0.01%;864KiB / 7.646GiB;21.6kB / 0B;0B / 0B;5;47
Gateway_2;32;14.85%;2.16%;169.4MiB / 7.646GiB;3kB / 826B;0B / 12.3kB;12;32
Gateway_1;32;18.65%;2.41%;188.9MiB / 7.646GiB;3.9kB / 826B;0B / 12.3kB;12;32
Rpc;8;0.02%;0.09%;7.145MiB / 7.646GiB;42.2kB / 29.6kB;0B / 57.3kB;12;32
Node_3;17;2.04%;0.19%;14.77MiB / 7.646GiB;164kB / 150kB;0B / 209kB;12;32
Node_2;17;0.79%;0.19%;15.03MiB / 7.646GiB;176kB / 151kB;0B / 209kB;12;32
Node_1;17;0.79%;0.19%;15.27MiB / 7.646GiB;137kB / 123kB;0B / 209kB;12;32
Devnet_Goshimmer;18;214.41%;0.92%;72.35MiB / 7.646GiB;38.4kB / 69kB;197kB / 77.8kB;12;32
Nodes_Router_1;2;0.00%;0.01%;848KiB / 7.646GiB;138kB / 121kB;0B / 0B;12;32
Gateways_Router_1;2;0.00%;0.01%;864KiB / 7.646GiB;21.6kB / 0B;0B / 0B;12;32
Gateway_2;32;14.94%;2.23%;174.3MiB / 7.646GiB;3.29kB / 826B;0B / 12.3kB;20;33
Gateway_1;32;16.16%;2.45%;191.6MiB / 7.646GiB;4.12kB / 826B;0B / 12.3kB;20;33
