0;0;0
Add Monitoring Capability;5.308209180831909;186103
Registering contract;5.449599504470825;100000
Add a product batch;5.476253986358643;141259
Add Monitoring Capability;5.419832944869995;186103
Add a rule;5.430379152297974;167078
Add a product batch;5.415114164352417;141259
2;1;1;5.586346864700317;166;5.4124791622161865;2;68057;success
Add a rule;5.422342300415039;167078
6;1;1;12.283820390701294;176;5.513798475265503;0;35945;success
4;2;1;5.6623756885528564;203;5.453338384628296;0;48145;success
4;1;1;18.868123292922974;214;5.360606908798218;1;68057;success
9;2;1;12.688089370727539;463;5.554221868515015;0;48145;success
8;1;1;25.511268138885498;287;5.345023155212402;0;35945;success
4;2;1;19.269957065582275;131;5.4437360763549805;-2;68429;success
a;1;1;32.38239669799805;243;5.621241807937622;-2;68429;success
4;2;1;26.476234912872314;157;6.0429956912994385;2;50957;success
5;1;1;39.82080626487732;310;6.1220574378967285;-1;51329;success
a;2;1;33.18714761734009;232;5.470351696014404;0;35945;success
7;1;1;46.41745686531067;219;5.37002158164978;-1;48529;success
9;2;1;39.837098360061646;171;5.46821141242981;-1;68429;success
8;1;1;53.10556626319885;224;5.455383062362671;2;50957;success
7;2;1;46.453104972839355;158;5.450090169906616;0;35945;success
3;1;1;60.18746900558472;193;5.881566286087036;2;48157;success
8;2;1;53.07926273345947;276;5.34110426902771;1;68057;success
5;1;1;66.95992302894592;244;5.519461631774902;-2;51329;success
a;2;1;60.350748777389526;370;5.8913092613220215;2;50957;success
7;1;1;73.5870590209961;198;5.423018217086792;-1;51329;success
3;2;1;66.96872854232788;155;5.456998348236084;2;48157;success
a;1;1;80.20918846130371;284;5.331642389297485;-1;48529;success
4;2;1;73.61283731460571;200;5.436467170715332;2;48157;success
2;1;1;87.06627678871155;193;5.657540559768677;-1;48529;success
8;2;1;80.43835186958313;236;5.58132791519165;1;50957;success
8;1;1;93.71552562713623;190;5.4518702030181885;0;35945;success
6;2;1;87.08362317085266;153;5.485062122344971;-1;51329;success
4;1;1;100.53457736968994;143;5.670191526412964;2;68057;success
a;2;1;93.90656971931458;234;5.58111572265625;-1;48529;success
7;1;1;107.39599394798279;114;5.740315198898315;2;48157;success
7;2;1;100.61197018623352;209;5.489630222320557;2;50957;success
4;1;1;114.02449917793274;205;5.416624069213867;1;50957;success
7;2;1;107.40693187713623;122;5.665249824523926;-2;51329;success
5;1;1;120.705890417099;274;5.4003050327301025;0;35945;success
2;2;1;114.05100917816162;206;5.430710077285767;-1;51329;success
