0;0;0
Add Monitoring Capability;5.739248037338257;186103
Registering contract;5.553943634033203;100000
Add a product batch;5.503984689712524;141259
Registering contract;5.601903915405273;100000
Add Monitoring Capability;5.621485233306885;186103
Add a rule;6.57106351852417;167078
Add a product batch;6.418031930923462;141259
Add Monitoring Capability;6.426372051239014;186103
0;0;0
0;0;0
4;1;1;5.878147602081299;231;5.6388421058654785;0;48145;success
7;6;1;5.987873792648315;290;5.690896511077881;0;34557;success
4;1;1;12.455800771713257;221;5.346758842468262;-1;68429;success
a;6;1;12.620771884918213;220;5.405693769454956;-1;54841;success
0;0;0
a;1;1;19.12004065513611;290;5.364807367324829;-1;48529;success
7;6;1;19.353606939315796;296;5.427605628967285;-2;37741;success
a;4;1;5.596056699752808;204;5.385322093963623;-1;68429;success
5;1;1;25.749503135681152;302;5.319650650024414;-1;48529;success
3;6;1;25.93020796775818;140;5.429013967514038;1;37369;success
3;4;1;12.241562843322754;142;5.494005441665649;-2;51329;success
9;1;1;32.43283724784851;273;5.401609182357788;0;35945;success
9;6;1;32.595147371292114;173;5.483635187149048;2;37369;success
4;4;1;18.89308738708496;182;5.462576866149902;1;50957;success
5;1;1;39.09004807472229;231;5.417534589767456;-1;68429;success
a;6;1;39.22991466522217;222;5.405054569244385;2;34569;success
5;4;1;25.519405603408813;230;5.3883256912231445;-2;51329;success
6;1;1;46.0700159072876;151;5.821047306060791;-2;51329;success
7;6;1;46.253665924072266;171;5.843750953674316;-1;37741;success
2;4;1;32.16058707237244;200;5.431502103805542;-2;48529;success
4;1;1;52.92770957946777;136;5.712681531906128;-1;51329;success
6;6;1;53.28390455245972;192;5.830024003982544;1;37369;success
4;4;1;38.982197523117065;129;5.685020446777344;1;50957;success
7;1;1;59.92902588844299;223;5.767914533615112;-2;51329;success
7;6;1;59.9190833568573;233;5.392613649368286;1;34569;success
3;4;1;45.62602972984314;118;5.5183610916137695;-1;51329;success
7;1;1;66.59639620780945;212;5.446473836898804;1;50957;success
a;6;1;66.99362540245056;264;5.803418159484863;2;37369;success
3;4;1;52.26398277282715;214;5.416148662567139;1;50957;success
6;1;1;73.86794447898865;135;6.128086090087891;0;35945;success
4;6;1;73.95479702949524;186;5.766228437423706;0;22357;success
9;4;1;59.488375663757324;206;6.01082968711853;-2;51329;success
2;1;1;80.49133396148682;153;5.4621288776397705;0;48145;success
6;6;1;80.59687280654907;106;5.525693655014038;-1;54841;success
5;4;1;66.16202235221863;254;5.410161733627319;1;50957;success
7;1;1;87.37791633605957;141;5.738444089889526;0;48145;success
7;6;1;87.45113110542297;161;5.68560004234314;-1;34941;success
6;4;1;73.14920783042908;158;5.8211119174957275;2;50957;success
