Gateway_1;27;24.92%;2.40%;188MiB / 7.646GiB;3.46kB / 826B;0B / 16.4kB;6;33
Rpc;23;0.02%;0.23%;17.89MiB / 7.646GiB;32.7kB / 28.1kB;0B / 152kB;6;33
Node_4;18;0.97%;0.19%;15.09MiB / 7.646GiB;257kB / 215kB;0B / 180kB;6;33
Node_3;18;0.84%;0.20%;15.4MiB / 7.646GiB;255kB / 216kB;0B / 180kB;6;33
Node_2;17;0.82%;0.19%;14.72MiB / 7.646GiB;200kB / 162kB;0B / 180kB;6;33
Devnet_Goshimmer;18;212.37%;0.89%;69.59MiB / 7.646GiB;68.6kB / 127kB;0B / 77.8kB;6;33
Nodes_Router_1;2;0.00%;0.01%;860KiB / 7.646GiB;234kB / 184kB;0B / 0B;6;33
Gateways_Router_1;2;0.00%;0.01%;836KiB / 7.646GiB;37.3kB / 0B;0B / 0B;6;33
Gateway_1;27;17.58%;2.95%;231.1MiB / 7.646GiB;3.97kB / 826B;0B / 16.4kB;13;28
Rpc;23;0.05%;0.22%;17.39MiB / 7.646GiB;33kB / 28.2kB;0B / 152kB;13;28
Node_4;18;0.80%;0.19%;14.89MiB / 7.646GiB;261kB / 217kB;0B / 180kB;13;28
Node_3;18;0.83%;0.19%;15.14MiB / 7.646GiB;259kB / 217kB;0B / 180kB;13;28
Node_2;17;0.87%;0.19%;14.99MiB / 7.646GiB;204kB / 164kB;0B / 180kB;13;28
Devnet_Goshimmer;18;211.60%;0.91%;70.89MiB / 7.646GiB;72.5kB / 137kB;0B / 77.8kB;13;28
Nodes_Router_1;2;0.00%;0.01%;860KiB / 7.646GiB;248kB / 197kB;0B / 0B;13;28
Gateways_Router_1;2;0.00%;0.01%;836KiB / 7.646GiB;37.7kB / 0B;0B / 0B;13;28
Gateway_1;27;12.90%;2.89%;226.3MiB / 7.646GiB;4.08kB / 826B;0B / 16.4kB;21;28
Rpc;23;0.02%;0.22%;17.41MiB / 7.646GiB;33.2kB / 28.4kB;0B / 152kB;21;28
Node_4;18;1.80%;0.19%;14.93MiB / 7.646GiB;265kB / 219kB;0B / 180kB;21;28
Node_3;18;0.83%;0.20%;15.48MiB / 7.646GiB;262kB / 219kB;0B / 180kB;21;28
Node_2;17;0.84%;0.19%;14.76MiB / 7.646GiB;208kB / 165kB;0B / 180kB;21;28
Devnet_Goshimmer;18;215.10%;0.90%;70.67MiB / 7.646GiB;75.7kB / 145kB;0B / 77.8kB;21;28
Nodes_Router_1;2;0.00%;0.01%;860KiB / 7.646GiB;259kB / 209kB;0B / 0B;21;28
Gateways_Router_1;2;0.00%;0.01%;836KiB / 7.646GiB;37.7kB / 0B;0B / 0B;21;28
Gateway_1;29;31.09%;2.73%;214.1MiB / 7.646GiB;4.14kB / 826B;0B / 16.4kB;29;28
Rpc;23;0.09%;0.22%;17.45MiB / 7.646GiB;33.2kB / 28.4kB;0B / 152kB;29;28
Node_4;18;0.98%;0.19%;15.1MiB / 7.646GiB;268kB / 220kB;0B / 180kB;29;28
Node_3;18;0.92%;0.19%;15.05MiB / 7.646GiB;266kB / 220kB;0B / 180kB;29;28
Node_2;17;0.80%;0.19%;15.12MiB / 7.646GiB;211kB / 167kB;0B / 180kB;29;28
Devnet_Goshimmer;18;213.27%;0.90%;70.52MiB / 7.646GiB;79.4kB / 154kB;0B / 77.8kB;29;28
Nodes_Router_1;2;0.00%;0.01%;860KiB / 7.646GiB;272kB / 222kB;0B / 0B;29;28
Gateways_Router_1;2;0.00%;0.01%;836KiB / 7.646GiB;37.7kB / 0B;0B / 0B;29;28
Gateway_1;29;46.14%;2.55%;199.9MiB / 7.646GiB;4.25kB / 826B;0B / 16.4kB;37;29
Rpc;23;0.02%;0.22%;17.45MiB / 7.646GiB;33.4kB / 28.5kB;0B / 152kB;37;29
Node_4;18;0.83%;0.20%;15.39MiB / 7.646GiB;271kB / 222kB;0B / 180kB;37;29
Node_3;18;1.86%;0.19%;15.02MiB / 7.646GiB;269kB / 222kB;0B / 180kB;37;29
Node_2;17;0.80%;0.19%;15.1MiB / 7.646GiB;214kB / 168kB;0B / 180kB;37;29
Devnet_Goshimmer;18;211.22%;0.90%;70.38MiB / 7.646GiB;82.6kB / 162kB;0B / 77.8kB;37;29
Nodes_Router_1;2;0.00%;0.01%;860KiB / 7.646GiB;284kB / 233kB;0B / 0B;37;29
Gateways_Router_1;2;0.00%;0.01%;836KiB / 7.646GiB;37.7kB / 0B;0B / 0B;37;29
Gateway_1;29;21.99%;2.26%;176.9MiB / 7.646GiB;4.25kB / 826B;0B / 16.4kB;45;29
Rpc;23;0.07%;0.22%;17.46MiB / 7.646GiB;33.4kB / 28.5kB;0B / 152kB;45;29
Node_4;18;0.75%;0.19%;15.15MiB / 7.646GiB;274kB / 223kB;0B / 180kB;45;29
Node_3;18;0.83%;0.19%;15.18MiB / 7.646GiB;272kB / 223kB;0B / 180kB;45;29
Node_2;17;0.77%;0.20%;15.4MiB / 7.646GiB;217kB / 169kB;0B / 180kB;45;29
Devnet_Goshimmer;18;208.08%;0.90%;70.48MiB / 7.646GiB;85.7kB / 170kB;0B / 77.8kB;45;29
Nodes_Router_1;2;0.00%;0.01%;860KiB / 7.646GiB;295kB / 244kB;0B / 0B;45;29
Gateways_Router_1;2;0.00%;0.01%;836KiB / 7.646GiB;37.7kB / 0B;0B / 0B;45;29
Gateway_1;29;19.52%;2.09%;163.5MiB / 7.646GiB;4.25kB / 826B;0B / 16.4kB;52;28
Rpc;23;0.03%;0.22%;17.46MiB / 7.646GiB;33.5kB / 28.6kB;0B / 152kB;52;28
Node_4;18;0.86%;0.20%;15.41MiB / 7.646GiB;278kB / 225kB;0B / 180kB;52;28
