Gateway_1;15.12%;2.86%;224.2MiB / 7.646GiB;27;3.9kB / 826B;0B / 16.4kB;6;28
Rpc;0.11%;0.21%;16.07MiB / 7.646GiB;24;10.2kB / 4.06kB;127kB / 90.1kB;6;28
Node_2;0.05%;0.14%;10.82MiB / 7.646GiB;16;8.2kB / 1.12kB;0B / 57.3kB;6;28
Node_1;0.02%;0.14%;11.15MiB / 7.646GiB;17;8.78kB / 1.12kB;12.3kB / 57.3kB;6;28
Devnet_Goshimmer;211.86%;0.91%;71.29MiB / 7.646GiB;18;15.5kB / 5.98kB;0B / 77.8kB;6;28
Nodes_Router_2;0.34%;0.01%;812KiB / 7.646GiB;2;25.8kB / 1.94kB;0B / 0B;6;28
Nodes_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;28.9kB / 1.94kB;0B / 0B;6;28
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;31.7kB / 0B;0B / 0B;6;28
Gateway_1;14.85%;2.95%;230.9MiB / 7.646GiB;27;4.24kB / 826B;0B / 16.4kB;14;27
Rpc;0.01%;0.14%;10.96MiB / 7.646GiB;18;11.1kB / 4.63kB;127kB / 90.1kB;14;27
Node_2;0.02%;0.14%;10.86MiB / 7.646GiB;16;8.6kB / 1.26kB;0B / 57.3kB;14;27
Node_1;0.05%;0.14%;11.22MiB / 7.646GiB;17;9.31kB / 1.26kB;12.3kB / 57.3kB;14;27
Devnet_Goshimmer;208.63%;0.90%;70.49MiB / 7.646GiB;18;16.6kB / 6.79kB;0B / 77.8kB;14;27
Nodes_Router_2;0.00%;0.01%;812KiB / 7.646GiB;2;26.8kB / 2.21kB;0B / 0B;14;27
Nodes_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;29.5kB / 2.21kB;0B / 0B;14;27
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;32.1kB / 0B;0B / 0B;14;27
Gateway_1;12.88%;2.91%;227.6MiB / 7.646GiB;27;4.35kB / 826B;0B / 16.4kB;22;27
Rpc;0.06%;0.14%;11.06MiB / 7.646GiB;18;11.2kB / 4.77kB;127kB / 90.1kB;22;27
Node_2;0.02%;0.14%;10.96MiB / 7.646GiB;16;8.78kB / 1.26kB;0B / 57.3kB;22;27
Node_1;0.02%;0.14%;11.29MiB / 7.646GiB;17;9.42kB / 1.26kB;12.3kB / 57.3kB;22;27
Devnet_Goshimmer;213.25%;0.90%;70.41MiB / 7.646GiB;18;16.8kB / 6.92kB;0B / 77.8kB;22;27
Nodes_Router_2;0.00%;0.01%;812KiB / 7.646GiB;2;26.8kB / 2.21kB;0B / 0B;22;27
Nodes_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;29.5kB / 2.21kB;0B / 0B;22;27
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;32.1kB / 0B;0B / 0B;22;27
Gateway_1;21.49%;2.67%;209.2MiB / 7.646GiB;29;4.43kB / 826B;0B / 16.4kB;29;29
Rpc;0.03%;0.14%;11.11MiB / 7.646GiB;18;11.4kB / 4.77kB;127kB / 90.1kB;29;29
Node_2;0.02%;0.14%;11MiB / 7.646GiB;16;8.91kB / 1.39kB;0B / 57.3kB;29;29
Node_1;0.04%;0.14%;11.34MiB / 7.646GiB;17;9.55kB / 1.39kB;12.3kB / 57.3kB;29;29
Devnet_Goshimmer;211.95%;0.90%;70.13MiB / 7.646GiB;18;17.1kB / 7.18kB;0B / 77.8kB;29;29
Nodes_Router_2;0.00%;0.01%;812KiB / 7.646GiB;2;27.2kB / 2.47kB;0B / 0B;29;29
Nodes_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;29.9kB / 2.47kB;0B / 0B;29;29
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;32.1kB / 0B;0B / 0B;29;29
Gateway_1;53.63%;2.43%;190MiB / 7.646GiB;29;4.72kB / 826B;0B / 16.4kB;37;27
Rpc;0.02%;0.14%;11.26MiB / 7.646GiB;18;11.7kB / 4.9kB;127kB / 90.1kB;37;27
Node_2;0.01%;0.14%;11.1MiB / 7.646GiB;16;9.04kB / 1.43kB;0B / 57.3kB;37;27
Node_1;0.02%;0.15%;11.38MiB / 7.646GiB;17;9.68kB / 1.43kB;12.3kB / 57.3kB;37;27
Devnet_Goshimmer;214.33%;0.90%;70.08MiB / 7.646GiB;18;17.4kB / 7.4kB;0B / 77.8kB;37;27
Nodes_Router_2;0.00%;0.01%;812KiB / 7.646GiB;2;27.5kB / 2.56kB;0B / 0B;37;27
Nodes_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;30.5kB / 2.56kB;0B / 0B;37;27
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;32.8kB / 0B;0B / 0B;37;27
Gateway_1;33.19%;2.19%;171.9MiB / 7.646GiB;29;4.72kB / 826B;0B / 16.4kB;45;28
Rpc;0.02%;0.14%;11.3MiB / 7.646GiB;18;11.7kB / 4.94kB;127kB / 90.1kB;45;28
Node_2;0.04%;0.14%;11.16MiB / 7.646GiB;16;9.28kB / 1.56kB;0B / 57.3kB;45;28
Node_1;0.02%;0.15%;11.48MiB / 7.646GiB;17;9.99kB / 1.56kB;12.3kB / 57.3kB;45;28
