3;1;1;5.634931564331055;123;5.499772071838379;1;45872;success
7;1;1;12.266160011291504;228;5.388103485107422;2;28772;success
5;1;1;18.667959928512573;121;5.267120599746704;-1;29144;success
2;1;1;25.306989192962646;192;5.431727170944214;-2;29144;success
6;1;1;32.00554418563843;150;5.535740613937378;-1;29144;success
2;1;1;38.56892156600952;219;5.3310770988464355;2;28772;success
5;1;1;45.20590543746948;313;5.31171727180481;-2;29144;success
7;1;1;51.68819260597229;151;5.317779302597046;2;28772;success
7;1;1;58.27995252609253;149;5.429137945175171;-2;29144;success
5;1;1;64.94818806648254;209;5.446182489395142;-1;29144;success
3;1;1;71.55498170852661;161;5.4328296184539795;-1;26344;success
7;1;1;78.31291341781616;150;5.592532396316528;2;28772;success
5;1;1;85.04985308647156;293;5.431588172912598;2;25972;success
4;1;1;91.49031567573547;138;5.289380311965942;-1;29144;success
8;1;1;98.14988207817078;231;5.415019750595093;2;28772;success
9;1;1;104.79324150085449;212;5.414433717727661;0;14380;success
4;1;1;111.42243123054504;138;5.478145122528076;0;25960;success
6;1;1;118.05445146560669;150;5.466769456863403;1;45872;success
6;1;1;124.76202535629272;135;5.558401346206665;1;25972;success
a;1;1;131.3480408191681;194;5.374774694442749;2;28772;success
7;1;1;138.13207507133484;482;5.28763747215271;2;25972;success
4;1;1;144.575336933136;167;5.261507987976074;1;28772;success
2;1;1;151.02329397201538;144;5.291293621063232;1;25972;success
2;1;1;157.6860556602478;186;5.462585926055908;0;14380;success
9;1;1;164.29783129692078;171;5.426740884780884;2;45872;success
5;1;1;170.93445205688477;182;5.441763162612915;2;25972;success
4;1;1;177.38441586494446;107;5.328280925750732;1;28772;success
3;1;1;183.98893570899963;213;5.376621246337891;1;25972;success
5;1;1;190.66656184196472;224;5.441260814666748;1;25972;success
6;1;1;197.28846096992493;258;5.348242998123169;-1;29144;success
7;1;1;203.88823819160461;277;5.3040337562561035;0;14380;success
4;1;1;210.56990385055542;264;5.404219627380371;-1;46244;success
8;1;1;217.19955849647522;271;5.3455650806427;-1;26344;success
4;1;1;223.83981037139893;195;5.432154178619385;-2;29144;success
3;1;1;230.4886076450348;132;5.504075527191162;1;28772;success
5;1;1;237.36207818984985;221;5.639801263809204;1;25972;success
7;1;1;244.13328170776367;323;5.432973623275757;-2;29144;success
2;1;1;250.78297924995422;317;5.3191351890563965;-1;29144;success
6;1;1;257.73954701423645;264;5.6803507804870605;1;28772;success
2;1;1;264.20926547050476;200;5.256053686141968;-2;29144;success
7;1;1;270.9037582874298;218;5.463064193725586;0;14380;success
7;1;1;277.5144040584564;264;5.332221269607544;2;45872;success
8;1;1;284.1528010368347;194;5.430548191070557;-1;29144;success
a;1;1;290.76915884017944;171;5.430793046951294;1;28772;success
9;1;1;297.40591311454773;205;5.419105529785156;2;28772;success
6;1;1;304.0960292816162;257;5.4200849533081055;2;25972;success
6;1;1;310.7067606449127;184;5.413524389266968;-2;29144;success
6;1;1;317.3373792171478;188;5.427914142608643;1;28772;success
7;1;1;324.00953364372253;197;5.456721305847168;-2;29144;success
a;1;1;330.6184072494507;181;5.414558172225952;-1;29144;success
6;1;1;337.2187006473541;147;5.436615705490112;-1;26344;success
5;1;1;343.889111995697;241;5.4147374629974365;2;28772;success
3;1;1;350.4284932613373;199;5.327710390090942;2;25972;success
a;1;1;356.943151473999;254;5.245396137237549;-2;29144;success
6;1;1;363.59056329727173;183;5.450179100036621;2;28772;success
8;1;1;370.2046091556549;239;5.362478733062744;1;28772;success
6;1;1;376.6353998184204;163;5.251722574234009;-2;29144;success
6;1;1;383.3240704536438;223;5.45118522644043;-2;26344;success
9;1;1;389.9623210430145;145;5.4793596267700195;-2;26344;success
2;1;1;396.5540249347687;224;5.355024099349976;-2;26344;success
a;1;1;403.03245973587036;120;5.344889163970947;2;28772;success
9;1;1;409.65443110466003;177;5.429555416107178;2;25972;success
2;1;1;416.271356344223;272;5.329692840576172;-2;29144;success
5;1;1;422.94590497016907;176;5.485975027084351;1;28772;success
5;1;1;429.33944392204285;117;5.262649297714233;0;14380;success
6;1;1;435.7938494682312;137;5.3044726848602295;-1;46244;success
8;1;1;442.45208382606506;154;5.490177869796753;-1;26344;success
a;1;1;449.07588720321655;218;5.390255689620972;2;28772;success
4;1;1;455.7205317020416;197;5.432796955108643;-1;29144;success
a;1;1;462.36541080474854;190;5.424081802368164;-2;29144;success
9;1;1;468.9415557384491;216;5.346590518951416;-2;26344;success
8;1;1;475.41335272789;126;5.321820497512817;2;28772;success
4;1;1;482.26682353019714;349;5.488836288452148;-2;29144;success
8;1;1;488.8965835571289;165;5.451360702514648;1;28772;success
2;1;1;495.51479053497314;277;5.3249192237854;-1;29144;success
4;1;1;502.14957785606384;241;5.380650997161865;0;14380;success
2;1;1;508.81633710861206;267;5.385092258453369;0;25960;success
4;1;1;515.4669282436371;182;5.45145845413208;-2;46244;success
6;1;1;522.0837495326996;134;5.465152025222778;-1;29144;success
3;1;1;528.7258234024048;262;5.367370367050171;1;28772;success
2;1;1;535.3769176006317;185;5.452835559844971;-2;29144;success
a;1;1;542.0035383701324;282;5.323764801025391;1;28772;success
9;1;1;548.6230032444;200;5.405627489089966;0;14380;success
6;1;1;555.2945952415466;224;5.433233261108398;-2;46244;success
9;1;1;561.9331650733948;256;5.368453025817871;1;28772;success
8;1;1;568.4151968955994;122;5.3436501026153564;2;28772;success
6;1;1;575.0395641326904;276;5.334866285324097;1;28772;success
3;1;1;581.8499221801758;298;5.493650674819946;-1;29144;success
4;1;1;588.497841835022;143;5.491846084594727;0;14380;success
9;1;1;595.1011219024658;293;5.294867753982544;-2;46244;success
a;1;1;601.7890763282776;281;5.391538381576538;2;28772;success
2;1;1;608.4262523651123;220;5.4040350914001465;0;14380;success
6;1;1;615.0267231464386;256;5.330595970153809;0;25960;success
9;1;1;621.6709189414978;255;5.375135660171509;-1;46244;success
2;1;1;628.2992787361145;202;5.41191029548645;0;14380;success
2;1;1;634.9304935932159;190;5.424084663391113;2;45872;success
4;1;1;641.5986497402191;160;5.495750904083252;0;14380;success
2;1;1;648.2304275035858;169;5.448390007019043;1;45872;success
9;1;1;654.9263725280762;204;5.47627329826355;1;25972;success
6;1;1;661.5357797145844;160;5.435071706771851;-2;29144;success
