Registering contract;0.9789869785308838;100000
Add Monitoring Capability;1.0020959377288818;186103
Add a product batch;0.9963061809539795;141259
Add a rule;1.0076963901519775;167078
9;1;1;1.0163846015930176;293;0.7135310173034668;-1;68429;success
2;1;1;2.417600393295288;146;0.24694180488586426;2;50957;success
3;1;1;3.831234931945801;133;0.2723708152770996;-1;51329;success
8;1;1;5.25848650932312;198;0.2200167179107666;2;50957;success
3;1;1;6.850426435470581;283;0.3014185428619385;-1;51329;success
6;1;1;8.246399879455566;159;0.22995972633361816;1;50957;success
4;1;1;9.65937328338623;122;0.2828390598297119;1;48157;success
5;1;1;11.26833987236023;283;0.3173365592956543;2;50957;success
6;1;1;12.680960178375244;107;0.2984287738800049;0;35945;success
3;1;1;14.096232652664185;226;0.1819610595703125;2;68057;success
