Registering contract;5.3777618408203125;100000
Add Monitoring Capability;5.454285383224487;186103
Add a product batch;5.7696757316589355;141259
Add a rule;5.471841335296631;167078
a;1;1;5.857711553573608;477;5.373716831207275;2;68057;success
8;1;1;12.477955341339111;266;5.347561597824097;0;35945;success
7;1;1;19.10797095298767;162;5.459819555282593;-1;68429;success
9;1;1;26.1076340675354;531;5.461301326751709;0;35945;success
3;1;1;32.62602996826172;155;5.354324817657471;-1;68429;success
7;1;1;39.184359550476074;121;5.43132472038269;1;50957;success
a;1;1;45.910701751708984;276;5.441346168518066;0;35945;success
7;1;1;52.47701168060303;203;5.356379985809326;0;48145;success
a;1;1;59.16903591156006;228;5.4558258056640625;0;48145;success
3;1;1;65.75699019432068;215;5.3642778396606445;0;48145;success
4;1;1;72.42976474761963;205;5.4551682472229;-2;68429;success
6;1;1;79.0180184841156;173;5.406057357788086;0;35945;success
9;1;1;85.6939651966095;232;5.435559272766113;1;68057;success
9;1;1;92.30656504631042;170;5.434020042419434;0;35945;success
9;1;1;98.94577312469482;174;5.458529233932495;1;68057;success
4;1;1;105.54469537734985;132;5.4600396156311035;2;50957;success
4;1;1;112.22759437561035;163;5.511526107788086;-1;51329;success
5;1;1;118.82436323165894;298;5.290222883224487;-1;48529;success
2;1;1;125.4678087234497;171;5.462743759155273;1;50957;success
8;1;1;132.11630535125732;258;5.382051706314087;1;48157;success
4;1;1;138.81555700302124;193;5.498425245285034;-1;51329;success
6;1;1;145.37322807312012;144;5.4054319858551025;0;35945;success
a;1;1;152.0450508594513;191;5.473106384277344;2;68057;success
4;1;1;158.66403460502625;256;5.355997800827026;0;35945;success
6;1;1;165.33906173706055;288;5.378868103027344;2;68057;success
2;1;1;171.92370557785034;151;5.425183534622192;-1;51329;success
2;1;1;178.57578206062317;181;5.463054895401001;1;50957;success
9;1;1;185.22490334510803;137;5.503774404525757;2;50957;success
a;1;1;191.82445740699768;204;5.387329816818237;0;35945;success
6;1;1;198.4668791294098;242;5.391684055328369;1;68057;success
5;1;1;205.51798391342163;303;5.740242958068848;2;50957;success
