Gateway_1;27;25.62%;2.59%;203.1MiB / 7.646GiB;2.78kB / 826B;0B / 16.4kB;6;31
Rpc;22;0.06%;0.22%;17.53MiB / 7.646GiB;37kB / 36.9kB;0B / 221kB;6;31
Node_8;18;1.34%;0.24%;18.8MiB / 7.646GiB;771kB / 985kB;4.1kB / 229kB;6;31
Devnet_Goshimmer;18;210.88%;0.92%;72.05MiB / 7.646GiB;73.3kB / 157kB;0B / 77.8kB;6;31
Nodes_Router_2;2;0.00%;0.01%;844KiB / 7.646GiB;3.92MB / 3.88MB;0B / 0B;6;31
Nodes_Router_1;2;0.00%;0.01%;872KiB / 7.646GiB;4.03MB / 3.78MB;0B / 0B;6;31
Gateways_Router_1;2;0.00%;0.01%;860KiB / 7.646GiB;22.5kB / 0B;0B / 0B;6;31
Gateway_1;27;14.60%;2.94%;230.4MiB / 7.646GiB;3.07kB / 826B;0B / 16.4kB;14;29
Rpc;22;0.03%;0.22%;17.55MiB / 7.646GiB;37kB / 37kB;0B / 221kB;14;29
Node_8;18;1.33%;0.23%;18.09MiB / 7.646GiB;778kB / 999kB;4.1kB / 229kB;14;29
Devnet_Goshimmer;18;215.77%;0.92%;71.82MiB / 7.646GiB;75kB / 161kB;0B / 77.8kB;14;29
Nodes_Router_2;2;0.00%;0.01%;844KiB / 7.646GiB;3.95MB / 3.9MB;0B / 0B;14;29
Nodes_Router_1;2;0.00%;0.01%;872KiB / 7.646GiB;4.04MB / 3.78MB;0B / 0B;14;29
Gateways_Router_1;2;0.00%;0.01%;860KiB / 7.646GiB;22.5kB / 0B;0B / 0B;14;29
Gateway_1;27;13.58%;2.90%;226.7MiB / 7.646GiB;3.29kB / 826B;0B / 16.4kB;21;29
Rpc;22;0.05%;0.22%;17.58MiB / 7.646GiB;37.2kB / 37.1kB;0B / 221kB;21;29
Node_8;18;1.14%;0.24%;18.7MiB / 7.646GiB;782kB / 1.02MB;4.1kB / 229kB;21;29
Devnet_Goshimmer;18;212.62%;0.92%;71.83MiB / 7.646GiB;76.2kB / 163kB;0B / 77.8kB;21;29
Nodes_Router_2;2;0.00%;0.01%;844KiB / 7.646GiB;3.97MB / 3.93MB;0B / 0B;21;29
Nodes_Router_1;2;0.00%;0.01%;872KiB / 7.646GiB;4.06MB / 3.78MB;0B / 0B;21;29
Gateways_Router_1;2;0.00%;0.01%;860KiB / 7.646GiB;22.5kB / 0B;0B / 0B;21;29
Gateway_1;29;16.12%;2.72%;212.9MiB / 7.646GiB;3.36kB / 826B;0B / 16.4kB;29;28
Rpc;22;0.03%;0.22%;17.61MiB / 7.646GiB;37.2kB / 37.1kB;0B / 221kB;29;28
