Gateway_4;29.80%;2.63%;205.8MiB / 7.646GiB;27;2.73kB / 836B;0B / 16.4kB;6;16
Gateway_3;25.04%;2.94%;230.2MiB / 7.646GiB;27;4.15kB / 906B;0B / 16.4kB;6;16
Gateway_2;22.98%;2.37%;185.3MiB / 7.646GiB;27;3.32kB / 836B;4.1kB / 16.4kB;6;16
Gateway_1;28.90%;2.33%;182.5MiB / 7.646GiB;27;4.22kB / 836B;4.1kB / 16.4kB;6;16
Node_4;0.03%;0.14%;11.05MiB / 7.646GiB;16;4.41kB / 1.11kB;0B / 45.1kB;6;16
Node_3;0.03%;0.14%;10.98MiB / 7.646GiB;17;5.04kB / 1.11kB;0B / 45.1kB;6;16
Node_2;0.03%;0.14%;11.18MiB / 7.646GiB;17;4.69kB / 1.18kB;115kB / 45.1kB;6;16
Node_1;0.03%;0.15%;11.58MiB / 7.646GiB;17;6.51kB / 2.4kB;0B / 45.1kB;6;16
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;12.9kB / 1.52kB;0B / 0B;6;16
Nodes_Router_1;0.00%;0.01%;832KiB / 7.646GiB;2;17.8kB / 4.21kB;0B / 0B;6;16
Gateways_Router_2;0.00%;0.01%;832KiB / 7.646GiB;2;18.4kB / 1.52kB;0B / 0B;6;16
Gateways_Router_1;0.00%;0.01%;820KiB / 7.646GiB;2;21.3kB / 1.59kB;0B / 0B;6;16
Gateway_4;25.01%;2.89%;226.3MiB / 7.646GiB;27;3.2kB / 836B;0B / 16.4kB;15;15
Gateway_3;28.35%;2.92%;228.7MiB / 7.646GiB;27;4.42kB / 906B;0B / 16.4kB;15;15
Gateway_2;25.94%;2.24%;175.4MiB / 7.646GiB;27;3.59kB / 836B;4.1kB / 16.4kB;15;15
Gateway_1;25.02%;2.15%;168.6MiB / 7.646GiB;27;4.42kB / 836B;4.1kB / 16.4kB;15;15
Node_4;0.08%;0.14%;11.16MiB / 7.646GiB;16;4.47kB / 1.18kB;0B / 45.1kB;15;15
Node_3;0.13%;0.14%;11.05MiB / 7.646GiB;17;5.11kB / 1.11kB;0B / 45.1kB;15;15
Node_2;0.05%;0.14%;11.33MiB / 7.646GiB;17;5.1kB / 1.25kB;115kB / 45.1kB;15;15
Node_1;0.04%;0.15%;11.67MiB / 7.646GiB;17;6.85kB / 2.54kB;0B / 45.1kB;15;15
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;13.5kB / 1.52kB;0B / 0B;15;15
Nodes_Router_1;0.00%;0.01%;832KiB / 7.646GiB;2;17.9kB / 4.21kB;0B / 0B;15;15
Gateways_Router_2;0.00%;0.01%;832KiB / 7.646GiB;2;18.4kB / 1.52kB;0B / 0B;15;15
Gateways_Router_1;0.00%;0.01%;820KiB / 7.646GiB;2;21.3kB / 1.59kB;0B / 0B;15;15
Gateway_4;26.09%;2.77%;217.2MiB / 7.646GiB;27;3.2kB / 836B;0B / 16.4kB;24;16
Gateway_3;25.84%;2.77%;217.1MiB / 7.646GiB;27;4.42kB / 906B;0B / 16.4kB;24;16
