Gateway_2;18.38%;2.90%;227MiB / 7.646GiB;27;2.79kB / 826B;0B / 16.4kB;6;33
Gateway_1;14.43%;2.91%;228MiB / 7.646GiB;27;3.57kB / 826B;0B / 16.4kB;6;33
Rpc;0.01%;0.14%;10.92MiB / 7.646GiB;17;5.35kB / 2.12kB;0B / 90.1kB;6;33
Node_2;0.01%;0.14%;11.03MiB / 7.646GiB;16;3.47kB / 443B;0B / 57.3kB;6;33
Node_1;0.02%;0.14%;10.63MiB / 7.646GiB;17;3.47kB / 443B;4.1kB / 57.3kB;6;33
Devnet_Goshimmer;206.45%;0.90%;70.51MiB / 7.646GiB;18;6.19kB / 3.14kB;0B / 77.8kB;6;33
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;11.6kB / 799B;0B / 0B;6;33
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;12.8kB / 799B;0B / 0B;6;33
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;16.7kB / 0B;0B / 0B;6;33
Gateway_2;17.03%;2.99%;234.1MiB / 7.646GiB;27;2.96kB / 826B;0B / 16.4kB;14;28
Gateway_1;14.96%;2.95%;230.7MiB / 7.646GiB;27;3.74kB / 826B;0B / 16.4kB;14;28
Rpc;0.07%;0.14%;11MiB / 7.646GiB;17;5.35kB / 2.12kB;0B / 90.1kB;14;28
Node_2;0.05%;0.14%;11.14MiB / 7.646GiB;16;3.67kB / 575B;0B / 57.3kB;14;28
Node_1;0.02%;0.14%;10.72MiB / 7.646GiB;17;3.78kB / 575B;4.1kB / 57.3kB;14;28
Devnet_Goshimmer;205.19%;0.90%;70.37MiB / 7.646GiB;18;6.56kB / 3.4kB;0B / 77.8kB;14;28
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;12kB / 1.06kB;0B / 0B;14;28
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;13kB / 1.06kB;0B / 0B;14;28
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;16.7kB / 0B;0B / 0B;14;28
Gateway_2;12.65%;2.93%;229.1MiB / 7.646GiB;27;3.07kB / 826B;0B / 16.4kB;21;28
Gateway_1;12.17%;2.90%;227.3MiB / 7.646GiB;27;3.74kB / 826B;0B / 16.4kB;21;28
Rpc;0.02%;0.14%;11.1MiB / 7.646GiB;17;5.66kB / 2.26kB;0B / 90.1kB;21;28
Node_2;0.02%;0.14%;11.19MiB / 7.646GiB;16;3.78kB / 575B;0B / 57.3kB;21;28
Node_1;0.06%;0.14%;10.79MiB / 7.646GiB;17;3.78kB / 575B;4.1kB / 57.3kB;21;28
Devnet_Goshimmer;207.94%;0.90%;70.37MiB / 7.646GiB;18;6.7kB / 3.54kB;0B / 77.8kB;21;28
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;12kB / 1.06kB;0B / 0B;21;28
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;13kB / 1.06kB;0B / 0B;21;28
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;16.7kB / 0B;0B / 0B;21;28
Gateway_2;15.41%;2.77%;217.3MiB / 7.646GiB;29;3.23kB / 826B;0B / 16.4kB;29;28
Gateway_1;15.64%;2.67%;208.7MiB / 7.646GiB;29;4.01kB / 826B;0B / 16.4kB;29;28
Rpc;0.06%;0.14%;11.18MiB / 7.646GiB;17;5.74kB / 2.26kB;0B / 90.1kB;29;28
Node_2;0.01%;0.14%;11.27MiB / 7.646GiB;16;3.91kB / 707B;0B / 57.3kB;29;28
Node_1;0.01%;0.14%;10.84MiB / 7.646GiB;17;3.91kB / 707B;4.1kB / 57.3kB;29;28
Devnet_Goshimmer;207.58%;0.90%;70.55MiB / 7.646GiB;18;7.05kB / 3.8kB;0B / 77.8kB;29;28
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;12.4kB / 1.33kB;0B / 0B;29;28
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;13.5kB / 1.33kB;0B / 0B;29;28
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;17.1kB / 0B;0B / 0B;29;28
Gateway_2;50.33%;2.53%;197.7MiB / 7.646GiB;29;3.44kB / 826B;0B / 16.4kB;37;32
Gateway_1;20.33%;2.45%;191.8MiB / 7.646GiB;29;4.11kB / 826B;0B / 16.4kB;37;32
Rpc;0.01%;0.14%;11.22MiB / 7.646GiB;17;5.98kB / 2.39kB;0B / 90.1kB;37;32
Node_2;0.02%;0.14%;11.28MiB / 7.646GiB;16;4.04kB / 749B;0B / 57.3kB;37;32
Node_1;0.05%;0.14%;10.97MiB / 7.646GiB;17;4.14kB / 749B;4.1kB / 57.3kB;37;32
Devnet_Goshimmer;206.83%;0.90%;70.46MiB / 7.646GiB;18;7.52kB / 4.1kB;0B / 77.8kB;37;32
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;12.8kB / 1.45kB;0B / 0B;37;32
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;14.1kB / 1.45kB;0B / 0B;37;32
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;17.5kB / 0B;0B / 0B;37;32
Gateway_2;30.84%;2.26%;177.1MiB / 7.646GiB;29;3.44kB / 826B;0B / 16.4kB;45;32
Gateway_1;32.37%;2.23%;174.9MiB / 7.646GiB;29;4.11kB / 826B;0B / 16.4kB;45;32
Rpc;0.02%;0.14%;11.35MiB / 7.646GiB;17;6.02kB / 2.43kB;0B / 90.1kB;45;32
Node_2;0.01%;0.15%;11.4MiB / 7.646GiB;16;4.35kB / 881B;0B / 57.3kB;45;32
Node_1;0.02%;0.14%;11MiB / 7.646GiB;17;4.45kB / 881B;4.1kB / 57.3kB;45;32
Devnet_Goshimmer;209.27%;0.91%;71MiB / 7.646GiB;18;7.94kB / 4.41kB;0B / 77.8kB;45;32
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;13.4kB / 1.72kB;0B / 0B;45;32
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;14.4kB / 1.72kB;0B / 0B;45;32
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;17.5kB / 0B;0B / 0B;45;32
Gateway_2;21.12%;2.08%;163.2MiB / 7.646GiB;29;3.44kB / 826B;0B / 16.4kB;52;29
Gateway_1;19.99%;2.06%;160.9MiB / 7.646GiB;29;4.11kB / 826B;0B / 16.4kB;52;29
Rpc;0.02%;0.15%;11.42MiB / 7.646GiB;17;6.22kB / 2.56kB;0B / 90.1kB;52;29
Node_2;0.04%;0.15%;11.48MiB / 7.646GiB;16;4.5kB / 923B;0B / 57.3kB;52;29
Node_1;0.06%;0.14%;11.17MiB / 7.646GiB;17;4.5kB / 923B;4.1kB / 57.3kB;52;29
Devnet_Goshimmer;206.00%;0.90%;70.83MiB / 7.646GiB;18;8.07kB / 4.54kB;0B / 77.8kB;52;29
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;13.5kB / 1.76kB;0B / 0B;52;29
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;14.5kB / 1.76kB;0B / 0B;52;29
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;17.5kB / 0B;0B / 0B;52;29
Gateway_2;21.08%;1.94%;152.2MiB / 7.646GiB;29;3.51kB / 826B;0B / 16.4kB;60;32
Gateway_1;20.19%;1.92%;150.1MiB / 7.646GiB;29;4.11kB / 826B;0B / 16.4kB;60;32
Rpc;0.09%;0.22%;17.09MiB / 7.646GiB;23;13.3kB / 9.83kB;0B / 90.1kB;60;32
Node_2;1.30%;0.16%;12.56MiB / 7.646GiB;17;25.9kB / 23.1kB;0B / 135kB;60;32
Node_1;1.95%;0.16%;12.71MiB / 7.646GiB;17;27.5kB / 20.2kB;4.1kB / 135kB;60;32
Devnet_Goshimmer;210.46%;0.91%;71.34MiB / 7.646GiB;18;13.2kB / 12.3kB;0B / 77.8kB;60;32
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;57.2kB / 45.4kB;0B / 0B;60;32
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;56.8kB / 44.1kB;0B / 0B;60;32
Gateways_Router_1;0.01%;0.01%;812KiB / 7.646GiB;2;17.6kB / 0B;0B / 0B;60;32
Gateway_2;21.20%;1.89%;147.8MiB / 7.646GiB;29;3.62kB / 826B;0B / 16.4kB;68;32
Gateway_1;20.51%;1.86%;145.7MiB / 7.646GiB;29;4.29kB / 826B;0B / 16.4kB;68;32
Rpc;1.85%;0.21%;16.73MiB / 7.646GiB;23;16.4kB / 14.2kB;0B / 98.3kB;68;32
Node_2;1.09%;0.17%;13.18MiB / 7.646GiB;17;40kB / 34.2kB;0B / 156kB;68;32
Node_1;1.06%;0.17%;13.59MiB / 7.646GiB;17;42.8kB / 31.8kB;4.1kB / 156kB;68;32
Devnet_Goshimmer;207.52%;0.91%;70.94MiB / 7.646GiB;18;19.8kB / 24.2kB;0B / 77.8kB;68;32
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;82.5kB / 70.7kB;0B / 0B;68;32
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;83.8kB / 71.1kB;0B / 0B;68;32
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;17.6kB / 0B;0B / 0B;68;32
Gateway_2;21.75%;1.87%;146.8MiB / 7.646GiB;29;3.62kB / 826B;0B / 16.4kB;76;31
Gateway_1;19.19%;1.86%;145.7MiB / 7.646GiB;29;4.29kB / 826B;0B / 16.4kB;76;31
Rpc;0.02%;0.21%;16.58MiB / 7.646GiB;22;16.6kB / 14.4kB;0B / 98.3kB;76;31
Node_2;0.80%;0.18%;13.86MiB / 7.646GiB;17;47.2kB / 39.3kB;0B / 184kB;76;31
Node_1;0.85%;0.18%;13.87MiB / 7.646GiB;17;50.3kB / 37.6kB;4.1kB / 184kB;76;31
Devnet_Goshimmer;207.99%;0.91%;71.09MiB / 7.646GiB;18;22.9kB / 31kB;0B / 77.8kB;76;31
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;94.8kB / 83kB;0B / 0B;76;31
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;97.2kB / 84.4kB;0B / 0B;76;31
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;17.7kB / 0B;0B / 0B;76;31
Gateway_2;21.92%;1.88%;146.9MiB / 7.646GiB;29;3.62kB / 826B;0B / 16.4kB;83;32
Gateway_1;26.09%;1.86%;145.8MiB / 7.646GiB;29;4.29kB / 826B;0B / 16.4kB;83;32
Rpc;0.08%;0.21%;16.73MiB / 7.646GiB;22;16.7kB / 14.6kB;0B / 98.3kB;83;32
Node_2;0.91%;0.18%;14.02MiB / 7.646GiB;17;49.9kB / 40.4kB;0B / 184kB;83;32
Node_1;0.81%;0.17%;13.54MiB / 7.646GiB;17;53kB / 38.6kB;4.1kB / 184kB;83;32
Devnet_Goshimmer;205.61%;0.91%;71.25MiB / 7.646GiB;18;25.1kB / 36.5kB;0B / 77.8kB;83;32
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;98.5kB / 86.7kB;0B / 0B;83;32
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;101kB / 88.1kB;0B / 0B;83;32
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;17.7kB / 0B;0B / 0B;83;32
Gateway_2;28.05%;1.88%;147MiB / 7.646GiB;29;3.62kB / 826B;0B / 16.4kB;91;32
Gateway_1;21.07%;1.87%;146.2MiB / 7.646GiB;29;4.29kB / 826B;0B / 16.4kB;91;32
Rpc;0.03%;0.21%;16.78MiB / 7.646GiB;22;16.7kB / 14.6kB;0B / 98.3kB;91;32
Node_2;0.80%;0.17%;13.61MiB / 7.646GiB;17;53.1kB / 41.6kB;0B / 184kB;91;32
Node_1;0.83%;0.18%;13.86MiB / 7.646GiB;17;56.1kB / 39.9kB;4.1kB / 184kB;91;32
Devnet_Goshimmer;209.08%;0.91%;71.15MiB / 7.646GiB;18;27.5kB / 42.7kB;0B / 77.8kB;91;32
Nodes_Router_2;0.00%;0.01%;820KiB / 7.646GiB;2;103kB / 91.1kB;0B / 0B;91;32
Nodes_Router_1;0.00%;0.01%;824KiB / 7.646GiB;2;105kB / 92.5kB;0B / 0B;91;32
Gateways_Router_1;0.00%;0.01%;812KiB / 7.646GiB;2;17.8kB / 0B;0B / 0B;91;32
Gateway_2;57.69%;2.27%;178MiB / 7.646GiB;29;5.92kB / 7.98kB;0B / 16.4kB;99;32
Gateway_1;21.24%;2.26%;177.3MiB / 7.646GiB;29;6.53kB / 7.98kB;0B / 16.4kB;99;32
Rpc;0.42%;0.23%;18.18MiB / 7.646GiB;22;35.5kB / 30.4kB;0B / 98.3kB;99;32
