Gateway_1;32;29.28%;2.00%;156.6MiB / 7.646GiB;2.44kB / 826B;844kB / 12.3kB;5;43
Rpc;24;0.09%;0.23%;18.05MiB / 7.646GiB;29.2kB / 29.6kB;0B / 176kB;5;43
Node_5;18;0.87%;0.20%;15.59MiB / 7.646GiB;403kB / 346kB;0B / 193kB;5;43
Node_4;17;0.91%;0.20%;15.47MiB / 7.646GiB;342kB / 283kB;0B / 193kB;5;43
Node_3;18;1.04%;0.20%;15.87MiB / 7.646GiB;328kB / 308kB;0B / 193kB;5;43
Node_2;17;0.98%;0.20%;15.9MiB / 7.646GiB;295kB / 224kB;0B / 193kB;5;43
Devnet_Goshimmer;18;210.01%;0.90%;70.6MiB / 7.646GiB;72.8kB / 161kB;12.3kB / 77.8kB;5;43
Nodes_Router_1;2;0.00%;0.01%;856KiB / 7.646GiB;293kB / 235kB;0B / 0B;5;43
Gateways_Router_1;2;0.00%;0.01%;852KiB / 7.646GiB;17.4kB / 0B;0B / 0B;5;43
Gateway_1;32;15.76%;2.05%;160.6MiB / 7.646GiB;2.62kB / 826B;844kB / 12.3kB;12;32
Rpc;24;0.03%;0.23%;18.05MiB / 7.646GiB;29.4kB / 29.7kB;0B / 176kB;12;32
Node_5;18;0.79%;0.20%;15.76MiB / 7.646GiB;406kB / 347kB;0B / 193kB;12;32
Node_4;17;0.81%;0.19%;15.18MiB / 7.646GiB;345kB / 284kB;0B / 193kB;12;32
Node_3;18;0.86%;0.20%;15.71MiB / 7.646GiB;332kB / 309kB;0B / 193kB;12;32
Node_2;17;1.85%;0.20%;15.82MiB / 7.646GiB;299kB / 226kB;0B / 193kB;12;32
Devnet_Goshimmer;18;208.88%;0.90%;70.32MiB / 7.646GiB;77kB / 172kB;12.3kB / 77.8kB;12;32
Nodes_Router_1;2;0.00%;0.01%;856KiB / 7.646GiB;308kB / 250kB;0B / 0B;12;32
Gateways_Router_1;2;0.00%;0.01%;852KiB / 7.646GiB;17.4kB / 0B;0B / 0B;12;32
Gateway_1;32;20.64%;2.08%;163MiB / 7.646GiB;2.72kB / 826B;844kB / 12.3kB;19;32
Rpc;24;0.06%;0.23%;18.06MiB / 7.646GiB;29.4kB / 29.7kB;0B / 176kB;19;32
Node_5;18;1.03%;0.20%;15.76MiB / 7.646GiB;410kB / 349kB;0B / 193kB;19;32
Node_4;17;0.98%;0.20%;15.47MiB / 7.646GiB;349kB / 286kB;0B / 193kB;19;32
Node_3;18;0.99%;0.20%;15.88MiB / 7.646GiB;336kB / 312kB;0B / 193kB;19;32
Node_2;17;0.96%;0.20%;15.95MiB / 7.646GiB;303kB / 227kB;0B / 193kB;19;32
Devnet_Goshimmer;18;210.85%;0.90%;70.32MiB / 7.646GiB;81.1kB / 183kB;12.3kB / 77.8kB;19;32
Nodes_Router_1;2;0.00%;0.01%;856KiB / 7.646GiB;324kB / 264kB;0B / 0B;19;32
Gateways_Router_1;2;0.00%;0.01%;852KiB / 7.646GiB;17.4kB / 0B;0B / 0B;19;32
Gateway_1;32;20.75%;2.08%;163.1MiB / 7.646GiB;2.72kB / 826B;844kB / 12.3kB;26;31
Rpc;24;0.03%;0.23%;18.06MiB / 7.646GiB;29.6kB / 29.9kB;0B / 176kB;26;31
Node_5;18;0.75%;0.20%;16MiB / 7.646GiB;415kB / 352kB;0B / 193kB;26;31
Node_4;17;0.77%;0.20%;15.42MiB / 7.646GiB;354kB / 289kB;0B / 193kB;26;31
Node_3;18;0.91%;0.20%;15.66MiB / 7.646GiB;339kB / 313kB;0B / 193kB;26;31
Node_2;17;1.42%;0.21%;16.36MiB / 7.646GiB;306kB / 229kB;0B / 193kB;26;31
Devnet_Goshimmer;18;210.42%;0.90%;70.34MiB / 7.646GiB;84.9kB / 192kB;12.3kB / 77.8kB;26;31
Nodes_Router_1;2;0.00%;0.01%;856KiB / 7.646GiB;337kB / 278kB;0B / 0B;26;31
Gateways_Router_1;2;0.00%;0.01%;852KiB / 7.646GiB;17.4kB / 0B;0B / 0B;26;31
Gateway_1;34;24.56%;2.09%;163.9MiB / 7.646GiB;2.9kB / 826B;844kB / 12.3kB;33;33
Rpc;24;0.02%;0.23%;18.11MiB / 7.646GiB;29.6kB / 29.9kB;0B / 176kB;33;33
Node_5;18;0.82%;0.20%;15.7MiB / 7.646GiB;418kB / 353kB;0B / 193kB;33;33
Node_4;17;0.84%;0.20%;15.56MiB / 7.646GiB;356kB / 290kB;0B / 193kB;33;33
Node_3;18;0.76%;0.20%;15.75MiB / 7.646GiB;342kB / 314kB;0B / 193kB;33;33
Node_2;17;0.82%;0.20%;15.9MiB / 7.646GiB;309kB / 230kB;0B / 193kB;33;33
Devnet_Goshimmer;18;214.17%;0.90%;70.17MiB / 7.646GiB;88.9kB / 202kB;12.3kB / 77.8kB;33;33
Nodes_Router_1;2;0.00%;0.01%;856KiB / 7.646GiB;351kB / 292kB;0B / 0B;33;33
Gateways_Router_1;2;0.00%;0.01%;852KiB / 7.646GiB;17.4kB / 0B;0B / 0B;33;33
Gateway_1;34;33.06%;2.13%;166.8MiB / 7.646GiB;2.9kB / 826B;844kB / 12.3kB;41;35
Rpc;24;0.02%;0.23%;18.16MiB / 7.646GiB;29.8kB / 30kB;0B / 176kB;41;35
