Registering contract;6.167129039764404;100000
Registering contract;5.956907510757446;100000
Add Monitoring Capability;5.97853684425354;186103
Add a product batch;6.036998271942139;141259
Add Monitoring Capability;6.045612573623657;186103
Add a product batch;5.682755708694458;141259
Add a rule;5.685143947601318;167078
6;1;1;6.585794925689697;222;6.3557469844818115;2;68057;success
Add a rule;6.579224109649658;167078
0;0;0
6;3;1;6.7180962562561035;115;6.5937347412109375;0;48145;success
8;1;1;13.90669298171997;252;6.061758518218994;-1;51329;success
5;1;1;20.564592123031616;259;5.388505458831787;-2;51329;success
a;3;1;13.979267120361328;776;5.4752490520477295;-1;68429;success
0;0;0
4;1;1;27.174565076828003;168;5.43329644203186;-1;51329;success
5;3;1;20.588767766952515;195;5.406858205795288;2;50957;success
Add a product batch;5.481496334075928;141259
5;1;1;33.8483567237854;223;5.442435026168823;2;50957;success
8;3;1;27.262727737426758;182;5.482816457748413;1;50957;success
Add a rule;6.262468576431274;167078
5;1;1;40.652480125427246;288;5.501604795455933;2;48157;success
2;6;1;5.610880374908447;162;5.435788631439209;2;68057;success
2;3;1;34.07111668586731;249;5.547448635101318;1;48157;success
5;1;1;47.288402795791626;225;5.4004504680633545;-1;51329;success
3;6;1;12.2458016872406;190;5.434946537017822;0;35945;success
2;3;1;40.70314383506775;182;5.440245628356934;-1;51329;success
2;3;1;47.385339975357056;168;5.506199359893799;1;50957;success
9;1;1;53.97260117530823;166;5.508065462112427;0;35945;success
2;6;1;18.93000626564026;158;5.517178297042847;2;68057;success
2;6;1;25.51452350616455;215;5.3599302768707275;0;35945;success
3;3;1;53.97277283668518;141;5.4362475872039795;-1;51329;success
a;1;1;61.791462421417236;265;6.544283151626587;1;68057;success
5;6;1;32.364198446273804;305;5.534179449081421;1;68057;success
5;3;1;60.820897579193115;312;5.526409387588501;-1;48529;success
5;1;1;68.42000460624695;202;5.418529272079468;1;48157;success
7;3;1;67.5260238647461;265;5.429163455963135;1;50957;success
a;6;1;39.07047748565674;277;5.417151689529419;-1;51329;success
8;1;1;75.22734260559082;148;5.648637771606445;2;50957;success
6;6;1;45.66195774078369;191;5.39116096496582;-1;48529;success
