Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=316;=282;=0;=0;=394;6
Gateway_1;29;43,72;=2,33;=182,6*1024;=7,646*1024*1024;=129;=169;=0;=16,4;=402;6
Rpc;12;0,02;=0,14;=10,61*1024;=7,646*1024*1024;=426;=373;=258;=28,7;=402;6
Client_1;18;1,42;=0,22;=16,89*1024;=7,646*1024*1024;=364;=297;=205;=2,33*1000;=402;6
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=488;=458;=0;=0;=402;6
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=323;=288;=0;=0;=402;6
Gateway_1;29;41,99;=2,33;=182,5*1024;=7,646*1024*1024;=132;=172;=0;=16,4;=410;5
Rpc;12;0,02;=0,14;=10,61*1024;=7,646*1024*1024;=434;=382;=258;=28,7;=410;5
Client_1;18;1,53;=0,21;=16,24*1024;=7,646*1024*1024;=371;=303;=205;=2,35*1000;=410;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=499;=469;=0;=0;=410;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=329;=295;=0;=0;=410;5
Gateway_1;29;43,93;=2,33;=182,6*1024;=7,646*1024*1024;=135;=176;=0;=16,4;=418;5
Rpc;12;0,05;=0,14;=10,62*1024;=7,646*1024*1024;=443;=390;=258;=28,7;=418;5
Client_1;18;1,37;=0,22;=17,2*1024;=7,646*1024*1024;=378;=309;=205;=2,65*1000;=418;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=509;=479;=0;=0;=418;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=336;=301;=0;=0;=418;5
Gateway_1;29;43,10;=2,33;=182,7*1024;=7,646*1024*1024;=138;=180;=0;=16,4;=426;6
Rpc;12;0,01;=0,14;=10,64*1024;=7,646*1024*1024;=451;=398;=258;=28,7;=426;6
Client_1;18;1,48;=0,21;=16,22*1024;=7,646*1024*1024;=385;=316;=205;=2,66*1000;=426;6
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=519;=489;=0;=0;=426;6
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=342;=307;=0;=0;=426;6
Gateway_1;29;44,03;=2,34;=182,9*1024;=7,646*1024*1024;=143;=187;=0;=16,4;=433;5
Rpc;12;0,20;=0,14;=10,78*1024;=7,646*1024*1024;=468;=414;=258;=28,7;=433;5
Client_1;18;4,66;=0,22;=17,04*1024;=7,646*1024*1024;=399;=328;=205;=2,68*1000;=433;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=539;=509;=0;=0;=433;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=353;=318;=0;=0;=433;5
Gateway_1;29;43,27;=2,34;=183,2*1024;=7,646*1024*1024;=146;=190;=0;=16,4;=441;5
Rpc;12;0,02;=0,14;=10,89*1024;=7,646*1024*1024;=476;=422;=258;=28,7;=441;5
Client_1;18;6,56;=0,21;=16,36*1024;=7,646*1024*1024;=407;=334;=205;=3*1000;=441;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=550;=519;=0;=0;=441;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=361;=326;=0;=0;=441;5
Gateway_1;29;45,32;=2,34;=183,2*1024;=7,646*1024*1024;=149;=194;=0;=16,4;=449;6
Rpc;12;0,05;=0,14;=11,02*1024;=7,646*1024*1024;=484;=430;=258;=28,7;=449;6
Client_1;18;1,48;=0,21;=16,48*1024;=7,646*1024*1024;=414;=340;=205;=3,01*1000;=449;6
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=559;=529;=0;=0;=449;6
Gateways_Router_1;2;0,01;=0,01;=828;=7,646*1024*1024;=367;=333;=0;=0;=449;6
Gateway_1;29;32,32;=2,34;=183,3*1024;=7,646*1024*1024;=152;=198;=16,4;=16,4;=457;5
Rpc;12;0,01;=0,14;=11,19*1024;=7,646*1024*1024;=493;=438;=258;=28,7;=457;5
Client_1;18;1,20;=0,21;=16,63*1024;=7,646*1024*1024;=421;=347;=205;=3,03*1000;=457;5
Clients_Router_1;2;0,01;=0,01;=820;=7,646*1024*1024;=570;=539;=0;=0;=457;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=374;=339;=0;=0;=457;5
Gateway_1;29;41,80;=2,34;=183,5*1024;=7,646*1024*1024;=157;=203;=16,4;=16,4;=464;12
Rpc;12;0,91;=0,15;=11,6*1024;=7,646*1024*1024;=507;=451;=258;=28,7;=464;12
Client_1;18;4,90;=0,21;=16,78*1024;=7,646*1024*1024;=431;=356;=365;=3,38*1000;=464;12
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=585;=555;=0;=0;=464;12
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=380;=346;=0;=0;=464;12
Gateway_1;29;40,99;=2,34;=183,6*1024;=7,646*1024*1024;=159;=207;=16,4;=16,4;=472;8
Rpc;12;0,36;=0,14;=10,83*1024;=7,646*1024*1024;=514;=458;=258;=28,7;=472;8
Client_1;18;2,36;=0,22;=17,28*1024;=7,646*1024*1024;=437;=362;=365;=3,39*1000;=472;8
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=595;=564;=0;=0;=472;8
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=387;=352;=0;=0;=472;8
Gateway_1;29;50,06;=2,35;=183,8*1024;=7,646*1024*1024;=163;=212;=16,4;=16,4;=480;9
Rpc;12;0,37;=0,14;=11,05*1024;=7,646*1024*1024;=527;=471;=258;=28,7;=480;9
Client_1;18;7,47;=0,22;=16,96*1024;=7,646*1024*1024;=449;=371;=451;=3,4*1000;=480;9
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=610;=580;=0;=0;=480;9
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=397;=363;=0;=0;=480;9
Gateway_1;29;39,82;=2,35;=184,1*1024;=7,646*1024*1024;=166;=216;=16,4;=16,4;=488;7
Rpc;12;0,04;=0,14;=11,1*1024;=7,646*1024*1024;=536;=479;=258;=28,7;=488;7
Client_1;18;1,33;=0,22;=17,43*1024;=7,646*1024*1024;=458;=378;=516;=3,42*1000;=488;7
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=622;=590;=0;=0;=488;7
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=408;=371;=0;=0;=488;7
Gateway_1;29;33,62;=2,35;=184*1024;=7,646*1024*1024;=170;=219;=16,4;=16,4;=496;11
Rpc;12;0,02;=0,14;=11,15*1024;=7,646*1024*1024;=545;=487;=258;=28,7;=496;11
Client_1;18;1,15;=0,22;=17,1*1024;=7,646*1024*1024;=465;=384;=606;=3,78*1000;=496;11
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=633;=600;=0;=0;=496;11
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=415;=378;=0;=0;=496;11
Gateway_1;29;40,91;=2,35;=184,1*1024;=7,646*1024*1024;=172;=223;=16,4;=16,4;=503;8
Rpc;12;0,05;=0,14;=11,2*1024;=7,646*1024*1024;=553;=495;=258;=28,7;=503;8
Client_1;18;1,82;=0,23;=17,95*1024;=7,646*1024*1024;=473;=391;=606;=3,81*1000;=503;8
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=644;=610;=0;=0;=503;8
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=422;=384;=0;=0;=503;8
Gateway_1;29;38,03;=2,35;=184,2*1024;=7,646*1024*1024;=178;=228;=16,4;=16,4;=511;9
Rpc;12;0,26;=0,14;=11,2*1024;=7,646*1024*1024;=570;=511;=258;=28,7;=511;9
Client_1;18;6,00;=0,23;=17,7*1024;=7,646*1024*1024;=486;=402;=606;=3,82*1000;=511;9
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=664;=630;=0;=0;=511;9
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=434;=397;=0;=0;=511;9
Gateway_1;29;39,14;=2,35;=184,4*1024;=7,646*1024*1024;=181;=234;=16,4;=16,4;=519;9
Rpc;12;0,33;=0,14;=11,2*1024;=7,646*1024*1024;=579;=519;=258;=28,7;=519;9
Client_1;18;1,41;=0,23;=18,04*1024;=7,646*1024*1024;=493;=409;=606;=4,21*1000;=519;9
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=674;=641;=0;=0;=519;9
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=441;=403;=0;=0;=519;9
Gateway_1;29;38,87;=2,36;=184,6*1024;=7,646*1024*1024;=184;=237;=16,4;=16,4;=527;13
Rpc;12;0,02;=0,14;=11,2*1024;=7,646*1024*1024;=587;=528;=258;=28,7;=527;13
Client_1;18;1,26;=0,22;=17,16*1024;=7,646*1024*1024;=501;=415;=606;=4,22*1000;=527;13
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=684;=651;=0;=0;=527;13
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=447;=409;=0;=0;=527;13
Gateway_1;29;43,29;=2,36;=184,7*1024;=7,646*1024*1024;=187;=241;=16,4;=16,4;=534;6
Rpc;12;0,01;=0,14;=11,22*1024;=7,646*1024*1024;=596;=536;=258;=28,7;=534;6
Client_1;18;1,49;=0,22;=17,53*1024;=7,646*1024*1024;=508;=422;=606;=4,23*1000;=534;6
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=694;=661;=0;=0;=534;6
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=454;=416;=0;=0;=534;6
Gateway_1;29;35,57;=2,36;=184,7*1024;=7,646*1024*1024;=189;=244;=16,4;=16,4;=542;7
Rpc;12;0,01;=0,14;=11,32*1024;=7,646*1024*1024;=604;=543;=258;=28,7;=542;7
Client_1;18;1,20;=0,22;=17,24*1024;=7,646*1024*1024;=515;=428;=606;=4,24*1000;=542;7
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=704;=671;=0;=0;=542;7
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=460;=422;=0;=0;=542;7
Gateway_1;29;46,60;=2,36;=185,1*1024;=7,646*1024*1024;=195;=250;=213;=16,4;=550;7
Rpc;12;0,37;=0,15;=11,62*1024;=7,646*1024*1024;=618;=556;=258;=28,7;=550;7
Client_1;18;2,84;=0,23;=17,66*1024;=7,646*1024*1024;=525;=438;=680;=4,67*1000;=550;7
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=720;=686;=0;=0;=550;7
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=466;=429;=0;=0;=550;7
Gateway_1;29;42,91;=2,36;=185,1*1024;=7,646*1024*1024;=198;=255;=213;=16,4;=558;7
Rpc;12;0,21;=0,14;=10,88*1024;=7,646*1024*1024;=629;=568;=258;=28,7;=558;7
Client_1;18;6,87;=0,22;=17,57*1024;=7,646*1024*1024;=535;=446;=680;=4,68*1000;=558;7
Clients_Router_1;2;0,01;=0,01;=820;=7,646*1024*1024;=735;=701;=0;=0;=558;7
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=477;=439;=0;=0;=558;7
Gateway_1;29;47,22;=2,37;=185,2*1024;=7,646*1024*1024;=200;=259;=213;=16,4;=566;6
Rpc;12;0,26;=0,14;=10,94*1024;=7,646*1024*1024;=634;=573;=258;=28,7;=566;6
Client_1;18;5,36;=0,22;=17,41*1024;=7,646*1024*1024;=543;=453;=680;=4,69*1000;=566;6
Clients_Router_1;2;0,01;=0,01;=820;=7,646*1024*1024;=745;=712;=0;=0;=566;6
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=485;=448;=0;=0;=566;6
Gateway_1;29;43,18;=2,37;=185,5*1024;=7,646*1024*1024;=203;=262;=213;=16,4;=573;5
Rpc;12;0,04;=0,14;=11,07*1024;=7,646*1024*1024;=646;=584;=258;=28,7;=573;5
Client_1;18;1,43;=0,23;=18,07*1024;=7,646*1024*1024;=550;=459;=680;=5,12*1000;=573;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=755;=722;=0;=0;=573;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=492;=454;=0;=0;=573;5
Gateway_1;29;38,73;=2,37;=185,5*1024;=7,646*1024*1024;=206;=266;=213;=16,4;=581;14
Rpc;12;0,02;=0,14;=11,12*1024;=7,646*1024*1024;=654;=592;=258;=28,7;=581;14
Client_1;18;1,45;=0,23;=18,02*1024;=7,646*1024*1024;=557;=465;=680;=5,13*1000;=581;14
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=765;=732;=0;=0;=581;14
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=498;=460;=0;=0;=581;14
Gateway_1;29;43,17;=2,37;=185,8*1024;=7,646*1024*1024;=209;=270;=213;=16,4;=589;12
Rpc;12;0,02;=0,14;=11,16*1024;=7,646*1024*1024;=663;=600;=258;=28,7;=589;12
Client_1;18;1,43;=0,23;=17,98*1024;=7,646*1024*1024;=564;=472;=680;=5,14*1000;=589;12
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=775;=742;=0;=0;=589;12
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=505;=467;=0;=0;=589;12
Gateway_1;29;40,60;=2,37;=185,7*1024;=7,646*1024*1024;=212;=273;=213;=16,4;=597;7
Rpc;12;0,01;=0,14;=11,16*1024;=7,646*1024*1024;=671;=608;=258;=28,7;=597;7
Client_1;18;1,34;=0,22;=17,57*1024;=7,646*1024*1024;=572;=478;=680;=5,16*1000;=597;7
Clients_Router_1;2;0,01;=0,01;=820;=7,646*1024*1024;=786;=752;=0;=0;=597;7
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=511;=473;=0;=0;=597;7
Gateway_1;29;40,99;=2,37;=185,8*1024;=7,646*1024*1024;=215;=277;=213;=16,4;=604;8
Rpc;12;0,05;=0,14;=11,2*1024;=7,646*1024*1024;=680;=616;=258;=28,7;=604;8
Client_1;18;1,37;=0,22;=17,54*1024;=7,646*1024*1024;=580;=485;=680;=5,61*1000;=604;8
Clients_Router_1;2;0,01;=0,01;=820;=7,646*1024*1024;=797;=762;=0;=0;=604;8
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=519;=480;=0;=0;=604;8
Gateway_1;29;37,34;=2,37;=185,8*1024;=7,646*1024*1024;=220;=282;=213;=16,4;=612;12
Rpc;12;0,01;=0,14;=11,27*1024;=7,646*1024*1024;=694;=629;=258;=28,7;=612;12
Client_1;18;1,41;=0,23;=18,13*1024;=7,646*1024*1024;=590;=495;=680;=5,64*1000;=612;12
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=813;=778;=0;=0;=612;12
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=530;=490;=0;=0;=612;12
Gateway_1;29;43,84;=2,37;=185,9*1024;=7,646*1024*1024;=224;=288;=213;=16,4;=620;15
Rpc;12;0,01;=0,14;=11,27*1024;=7,646*1024*1024;=706;=640;=258;=28,7;=620;15
Client_1;18;1,41;=0,23;=17,86*1024;=7,646*1024*1024;=600;=503;=680;=5,65*1000;=620;15
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=828;=792;=0;=0;=620;15
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=538;=499;=0;=0;=620;15
Gateway_1;29;43,54;=2,38;=186*1024;=7,646*1024*1024;=226;=291;=213;=16,4;=628;10
Rpc;12;0,04;=0,15;=11,38*1024;=7,646*1024*1024;=714;=649;=258;=28,7;=628;10
Client_1;18;1,54;=0,23;=18,17*1024;=7,646*1024*1024;=607;=510;=680;=6,12*1000;=628;10
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=838;=803;=0;=0;=628;10
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=545;=505;=0;=0;=628;10
Gateway_1;29;43,22;=2,38;=186*1024;=7,646*1024*1024;=232;=297;=213;=16,4;=636;8
Rpc;12;3,63;=0,14;=11,12*1024;=7,646*1024*1024;=728;=661;=324;=28,7;=636;8
Client_1;18;4,85;=0,23;=18,3*1024;=7,646*1024*1024;=617;=519;=680;=6,15*1000;=636;8
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=853;=818;=0;=0;=636;8
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=551;=512;=0;=0;=636;8
Gateway_1;29;43,98;=2,38;=186,2*1024;=7,646*1024*1024;=234;=301;=213;=16,4;=643;6
Rpc;12;0,26;=0,14;=10,82*1024;=7,646*1024*1024;=740;=673;=324;=28,7;=643;6
Client_1;18;7,70;=0,23;=17,94*1024;=7,646*1024*1024;=629;=528;=680;=6,16*1000;=643;6
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=868;=833;=0;=0;=643;6
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=564;=524;=0;=0;=643;6
Gateway_1;29;45,40;=2,38;=186,3*1024;=7,646*1024*1024;=237;=306;=213;=16,4;=651;9
Rpc;12;0,27;=0,14;=10,89*1024;=7,646*1024*1024;=748;=681;=324;=28,7;=651;9
Client_1;18;6,98;=0,23;=17,99*1024;=7,646*1024*1024;=636;=534;=680;=6,66*1000;=651;9
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=878;=843;=0;=0;=651;9
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=568;=529;=0;=0;=651;9
Gateway_1;29;42,50;=2,38;=186,6*1024;=7,646*1024*1024;=240;=309;=213;=16,4;=659;6
Rpc;12;0,02;=0,14;=10,91*1024;=7,646*1024*1024;=757;=689;=324;=28,7;=659;6
Client_1;18;1,55;=0,23;=18,05*1024;=7,646*1024*1024;=643;=541;=680;=6,67*1000;=659;6
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=888;=853;=0;=0;=659;6
Gateways_Router_1;2;0,01;=0,01;=828;=7,646*1024*1024;=577;=537;=0;=0;=659;6
Gateway_1;29;41,96;=2,38;=186,6*1024;=7,646*1024*1024;=243;=313;=213;=16,4;=667;6
Rpc;12;0,02;=0,14;=10,97*1024;=7,646*1024*1024;=765;=697;=324;=28,7;=667;6
Client_1;18;1,48;=0,23;=18,06*1024;=7,646*1024*1024;=651;=547;=680;=6,68*1000;=667;6
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=898;=863;=0;=0;=667;6
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=583;=543;=0;=0;=667;6
Gateway_1;29;39,46;=2,38;=186,7*1024;=7,646*1024*1024;=246;=317;=213;=16,4;=674;7
Rpc;12;0,02;=0,14;=11,03*1024;=7,646*1024*1024;=773;=705;=324;=28,7;=674;7
Client_1;18;1,41;=0,23;=17,89*1024;=7,646*1024*1024;=658;=554;=680;=6,69*1000;=674;7
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=909;=874;=0;=0;=674;7
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=589;=550;=0;=0;=674;7
Gateway_1;29;40,96;=2,38;=186,7*1024;=7,646*1024*1024;=249;=320;=213;=16,4;=682;12
Rpc;12;0,03;=0,14;=11,05*1024;=7,646*1024*1024;=782;=713;=324;=28,7;=682;12
Client_1;18;1,39;=0,23;=18,07*1024;=7,646*1024*1024;=665;=560;=680;=7,21*1000;=682;12
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=919;=884;=0;=0;=682;12
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=596;=556;=0;=0;=682;12
Gateway_1;29;43,41;=2,39;=186,9*1024;=7,646*1024*1024;=254;=326;=213;=16,4;=690;8
Rpc;12;0,02;=0,14;=11,09*1024;=7,646*1024*1024;=790;=721;=324;=28,7;=690;8
Client_1;18;5,06;=0,23;=17,98*1024;=7,646*1024*1024;=675;=569;=680;=7,24*1000;=690;8
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=934;=899;=0;=0;=690;8
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=607;=567;=0;=0;=690;8
Gateway_1;29;43,26;=2,39;=187*1024;=7,646*1024*1024;=257;=331;=213;=16,4;=698;8
Rpc;12;0,01;=0,14;=11,11*1024;=7,646*1024*1024;=804;=734;=324;=28,7;=698;8
Client_1;18;5,15;=0,24;=18,47*1024;=7,646*1024*1024;=687;=578;=680;=7,25*1000;=698;8
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=949;=914;=0;=0;=698;8
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=615;=575;=0;=0;=698;8
Gateway_1;29;42,19;=2,39;=187,1*1024;=7,646*1024*1024;=260;=334;=213;=16,4;=706;9
Rpc;12;0,02;=0,14;=11,19*1024;=7,646*1024*1024;=815;=746;=324;=28,7;=706;9
Client_1;18;5,90;=0,23;=18,16*1024;=7,646*1024*1024;=694;=585;=680;=7,79*1000;=706;9
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=959;=924;=0;=0;=706;9
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=621;=582;=0;=0;=706;9
Gateway_1;29;42,62;=2,39;=187,3*1024;=7,646*1024*1024;=263;=338;=213;=16,4;=713;6
Rpc;12;0,05;=0,14;=11,3*1024;=7,646*1024*1024;=824;=754;=324;=28,7;=713;6
Client_1;18;1,56;=0,24;=18,44*1024;=7,646*1024*1024;=702;=591;=680;=7,81*1000;=713;6
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=969;=934;=0;=0;=713;6
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=628;=588;=0;=0;=713;6
Gateway_1;29;42,74;=2,39;=187,3*1024;=7,646*1024*1024;=265;=342;=213;=16,4;=721;9
Rpc;12;0,01;=0,15;=11,47*1024;=7,646*1024*1024;=832;=762;=324;=28,7;=721;9
Client_1;18;1,49;=0,23;=18,11*1024;=7,646*1024*1024;=709;=597;=680;=7,82*1000;=721;9
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=980;=944;=0;=0;=721;9
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=634;=595;=0;=0;=721;9
Gateway_1;29;41,41;=2,39;=187,4*1024;=7,646*1024*1024;=269;=345;=213;=16,4;=729;9
Rpc;12;0,02;=0,14;=10,86*1024;=7,646*1024*1024;=841;=770;=324;=28,7;=729;9
Client_1;18;1,42;=0,23;=18,19*1024;=7,646*1024*1024;=717;=604;=680;=7,83*1000;=729;9
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=991;=954;=0;=0;=729;9
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=642;=601;=0;=0;=729;9
Gateway_1;29;45,39;=2,40;=187,6*1024;=7,646*1024*1024;=274;=351;=213;=16,4;=737;5
Rpc;12;0,01;=0,14;=11,03*1024;=7,646*1024*1024;=855;=782;=324;=28,7;=737;5
Client_1;18;1,55;=0,24;=18,62*1024;=7,646*1024*1024;=726;=613;=680;=8,41*1000;=737;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=1,01*1000;=969;=0;=0;=737;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=653;=612;=0;=0;=737;5
Gateway_1;29;42,68;=2,40;=187,7*1024;=7,646*1024*1024;=277;=356;=213;=16,4;=744;5
Rpc;12;0,02;=0,14;=11,14*1024;=7,646*1024*1024;=866;=794;=324;=28,7;=744;5
Client_1;18;1,52;=0,23;=18,28*1024;=7,646*1024*1024;=737;=622;=680;=8,42*1000;=744;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=1,02*1000;=984;=0;=0;=744;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=661;=620;=0;=0;=744;5
Gateway_1;29;44,48;=2,40;=187,6*1024;=7,646*1024*1024;=280;=360;=213;=16,4;=752;5
Rpc;12;0,01;=0,14;=11,2*1024;=7,646*1024*1024;=875;=802;=324;=28,7;=752;5
Client_1;18;1,46;=0,23;=18,25*1024;=7,646*1024*1024;=744;=628;=680;=8,43*1000;=752;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=1,03*1000;=994;=0;=0;=752;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=668;=626;=0;=0;=752;5
Gateway_1;29;42,78;=2,40;=187,7*1024;=7,646*1024*1024;=283;=363;=213;=16,4;=760;6
Rpc;12;0,03;=0,14;=11,23*1024;=7,646*1024*1024;=883;=810;=324;=28,7;=760;6
Client_1;18;1,56;=0,25;=19,32*1024;=7,646*1024*1024;=751;=634;=680;=9,02*1000;=760;6
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=1,04*1000;=1*1000;=0;=0;=760;6
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=674;=633;=0;=0;=760;6
Gateway_1;29;42,91;=2,40;=187,9*1024;=7,646*1024*1024;=286;=367;=213;=16,4;=768;5
Rpc;12;0,07;=0,14;=11,27*1024;=7,646*1024*1024;=892;=818;=324;=28,7;=768;5
Client_1;18;1,52;=0,25;=19,29*1024;=7,646*1024*1024;=758;=641;=680;=9,03*1000;=768;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=1,05*1000;=1,01*1000;=0;=0;=768;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=680;=639;=0;=0;=768;5
Gateway_1;29;41,05;=2,40;=187,9*1024;=7,646*1024*1024;=291;=373;=213;=16,4;=776;5
Rpc;12;0,28;=0,14;=11,27*1024;=7,646*1024*1024;=905;=830;=324;=28,7;=776;5
Client_1;18;4,22;=0,24;=18,73*1024;=7,646*1024*1024;=769;=651;=680;=9,06*1000;=776;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=1,07*1000;=1,03*1000;=0;=0;=776;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=687;=646;=0;=0;=776;5
Gateway_1;29;46,39;=2,40;=188*1024;=7,646*1024*1024;=294;=378;=213;=16,4;=783;5
Rpc;12;0,05;=0,14;=11,28*1024;=7,646*1024*1024;=917;=842;=324;=28,7;=783;5
Client_1;18;6,73;=0,24;=18,98*1024;=7,646*1024*1024;=779;=659;=680;=9,66*1000;=783;5
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=1,08*1000;=1,04*1000;=0;=0;=783;5
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=700;=658;=0;=0;=783;5
Gateway_1;29;40,95;=2,40;=188,1*1024;=7,646*1024*1024;=297;=382;=213;=16,4;=791;7
Rpc;12;0,01;=0,14;=11,28*1024;=7,646*1024*1024;=925;=850;=324;=28,7;=791;7
Client_1;18;1,46;=0,24;=19,11*1024;=7,646*1024*1024;=787;=665;=680;=9,67*1000;=791;7
Clients_Router_1;2;0,00;=0,01;=820;=7,646*1024*1024;=1,09*1000;=1,05*1000;=0;=0;=791;7
Gateways_Router_1;2;0,00;=0,01;=828;=7,646*1024*1024;=706;=665;=0;=0;=791;7
Gateway_1;0;0,00;=0,00;=0;=0;=0;=0;=0;=0;=799;6
Rpc;12;0,02;=0,14;=11,3*1024;=7,646*1024*1024;=931;=855;=324;=28,7;=799;6
