7;1;1;5,819856405258179;228;5,577030420303345;-2;50391;success
4;1;1;14,551356792449951;109;7,598111152648926;0;17907;success
4;1;1;21,113783597946167;121;5,424980401992798;0;30107;success
6;1;1;27,78778576850891;214;5,428478717803955;0;30107;success
4;1;1;34,01472544670105;129;5,070398807525635;-2;50391;success
7;1;1;40,007142305374146;213;4,760420560836792;-2;30491;success
8;1;1;46,87464380264282;215;5,627121210098267;1;32919;success
7;1;1;53,369540214538574;86;5,384695291519165;0;17907;success
6;1;1;60,56180024147034;196;5,97069239616394;1;50019;success
8;1;1;66,57765507698059;272;4,718407869338989;0;17907;success
4;1;1;73,23677778244019;205;5,430384397506714;-2;50391;success
7;1;1;81,45005249977112;97;7,092938184738159;1;32919;success
a;1;1;88,10662341117859;253;5,380509614944458;1;30119;success
a;1;1;95,14196610450745;213;5,794789552688599;2;32919;success
9;1;1;101,78432059288025;232;5,386962175369263;2;30119;success
7;1;1;111,85032272338867;298;8,752793788909912;2;30119;success
5;1;1;118,67989945411682;294;5,518561840057373;-2;33291;success
4;1;1;126,38074779510498;227;6,450412273406982;0;17907;success
9;1;1;133,62135219573975;228;5,990858554840088;1;50019;success
8;1;1;139,85107684135437;213;4,9927356243133545;-2;33291;success
5;1;1;147,2922384738922;285;6,127981424331665;-1;33291;success
a;1;1;153,54088616371155;275;4,9426352977752686;2;32919;success
4;1;1;160,75906372070312;234;5,967205762863159;0;17907;success
a;1;1;167,4607217311859;174;5,490255355834961;1;50019;success
8;1;1;175,0713198184967;243;6,33411717414856;1;30119;success
a;1;1;182,7175624370575;345;6,272488355636597;0;17907;success
a;1;1;193,39427089691162;189;9,465886116027832;2;50019;success
a;1;1;203,49911427497864;129;8,961864471435547;1;32919;success
a;1;1;211,7843177318573;141;7,120948076248169;-1;33291;success
9;1;1;219,1840763092041;188;6,193520545959473;1;32919;success
7;1;1;225,6541678905487;263;5,184002637863159;-1;33291;success
5;1;1;235,12977743148804;224;8,219058513641357;1;32919;success
9;1;1;241,77876043319702;212;5,411003589630127;0;17907;success
a;1;1;247,98610877990723;105;5,087860584259033;-2;50391;success
6;1;1;256,05491638183594;210;6,839078187942505;1;32919;success
9;1;1;262,4536805152893;153;5,228187799453735;-1;33291;success
2;1;1;268,1251928806305;166;4,482177495956421;-2;33291;success
3;1;1;275,1326382160187;135;5,858736991882324;-1;33291;success
a;1;1;281,9486484527588;251;5,543871164321899;2;32919;success
3;1;1;289,4080083370209;176;6,266409397125244;1;32919;success
8;1;1;295,41989159584045;166;4,8312904834747314;1;30119;success
8;1;1;302,26745343208313;147;5,677568435668945;-2;33291;success
6;1;1;309,9007408618927;301;6,302365303039551;-2;30491;success
4;1;1;316,90505480766296;249;5,735416889190674;-2;30491;success
2;1;1;322,9762632846832;214;4,839166641235352;0;17907;success
9;1;1;328,97835206985474;233;4,751988410949707;-2;50391;success
9;1;1;335,4358694553375;231;5,209984540939331;-1;33291;success
8;1;1;342,05685353279114;132;5,472692251205444;2;32919;success
a;1;1;348,1161050796509;444;4,591430187225342;1;32919;success
4;1;1;355,0024905204773;153;5,71110725402832;-1;33291;success
3;1;1;363,36782813072205;136;7,20376443862915;0;17907;success
6;1;1;369,6032967567444;213;4,999982118606567;-2;50391;success
5;1;1;375,82994508743286;169;5,024964094161987;-1;33291;success
6;1;1;382,03435230255127;242;4,934662818908691;-2;33291;success
3;1;1;388,86446046829224;223;5,5754008293151855;1;32919;success
4;1;1;394,6898696422577;163;4,643413543701172;-1;33291;success
4;1;1;400,831449508667;203;4,913344621658325;-2;33291;success
2;1;1;406,9704065322876;173;4,93811297416687;-1;33291;success
6;1;1;412,9734923839569;218;4,764747619628906;2;32919;success
3;1;1;419,00142431259155;276;4,725959062576294;-1;33291;success
7;1;1;425,78105878829956;221;5,541166543960571;0;17907;success
9;1;1;434,19078612327576;180;7,208092927932739;-1;50391;success
6;1;1;440,88077664375305;240;5,433590412139893;-2;33291;success
4;1;1;447,3474774360657;135;5,310856103897095;2;32919;success
6;1;1;454,7735159397125;205;6,204118728637695;2;30119;success
7;1;1;461,3914256095886;201;5,400738954544067;-2;33291;success
2;1;1;467,2308702468872;116;4,702375888824463;-1;33291;success
a;1;1;474,68393993377686;295;6,120667457580566;0;17907;success
7;1;1;481,8803517818451;157;6,020450115203857;-1;50391;success
5;1;1;489,48863649368286;147;6,443773984909058;-2;33291;success
a;1;1;496,35073828697205;276;5,56291389465332;2;32919;success
4;1;1;502,391197681427;164;4,860934019088745;1;32919;success
3;1;1;508,19563269615173;239;4,53692102432251;1;30119;success
9;1;1;514,0045845508575;147;4,640766382217407;-2;33291;success
3;1;1;519,8379843235016;249;4,561503648757935;2;32919;success
9;1;1;526,4951043128967;247;5,363935708999634;0;17907;success
3;1;1;532,2842929363251;242;4,522393703460693;-1;50391;success
5;1;1;540,1181774139404;366;6,441668510437012;-2;33291;success
6;1;1;546,3471219539642;189;5,008556604385376;-2;30491;success
8;1;1;552,5838313102722;119;5,09411883354187;2;32919;success
