3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.5226805210113525,0,17907
3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.5731875896453857,1,32919
3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.560014009475708,-1,33291
3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.5759029388427734,2,32919
3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.5992062091827393,-1,33291
3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.5615432262420654,-1,33291
3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.626279354095459,0,17907
3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.581693172454834,-1,33291
3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.582268476486206,1,30119
3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.6109960079193115,-2,30491
3,0x2030106ADC1feE9318A03bD75023d011058Cf0FF,0.5698118209838867,0,17907
